Sim_Number,Freq_Hz,S11_Real,S11_Imag,S11_Mag_dB,S11_Phase_Rad,Ex_Real,Ex_Imag,Ey_Real,Ey_Imag,Ez_Real,Ez_Imag
lu_test2_deg2_hex,490000000.0,0.000000e+00,0.000000e+00,-100.000000,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
lu_test2_deg2_hex,490000000.0,0.000000e+00,0.000000e+00,-100.000000,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
